OBJECTID,CODCNH,NOMBRE,DIRECCION,TELEFONO,TELEFONO2,TELEFAX,CODMU,MUNICIPIOS,CODPROV,PROVINCIAS,CODAUTO,COMUNIDADES,CODPOSTAL,NCAMAS,CODFI,FINALIDAD_ASISITENCIAL,CODPAT,DEPENDENCIA_PATRIMONIAL,CODFU,DEPENDENCIA_FUNCIONAL,ACREDOCENT,ESCOMPLE,FORCOMPLE,CODIDCOM,ALTA,CERRADO,CAPITAL,CIERREFECH,CONCIERTO,EMAIL,TAC,RM,GAM,HEM,ASD,LIT,BCO,ALI,SPECT,PET,MAMOS,DO,DIAL,X,Y,CalidadGeocodificacion
451,250169,HESTIA BALAGUER.,"CR GREGORI GALLEGO, 22-28",973450304,973451130,973451321,250404,Balaguer,25,LLEIDA,09,CATALUÑA,25600,120,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,hospitaljaumeurgell@jaumeurgell.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816425695000021,41.7889118690001,StreetName
452,250175,RESIDÈNCIA TERRAFERMA,"CR PARTIDA DEL GRAÓ, S/N",973737455,973737455,973737001,250236,Alpicat,25,LLEIDA,09,CATALUÑA,25110,137,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.55171656400006,41.664705,Postal
453,250181,"CASTELL D'OLIANA RESIDENCIAL,S.L","CT DE LLEIDA A PUIGCERDÀ, .89",973463030,973463030,973463131,251497,Oliana,25,LLEIDA,09,CATALUÑA,25790,20,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,ccoello@caseresidencial.es,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31168080900005,42.0707526190001,PointAddress
454,250209,HOSPITAL JAUME NADAL MEROLES,"CR ACADÈMIA, 41",973289333,973289333,,251207,Lleida,25,LLEIDA,09,CATALUÑA,25002,126,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,direccion.jnadal@sarquavitae.es,0,0,0,0,0,0,0,0,0,0,0,0,0,0.617328183000041,41.6100997720001,PointAddress
455,250210,SANT JOAN DE DÉU TERRES DE LLEIDA,"CT N-240, .111",973740010,973740504,973741193,250194,Almacelles,25,LLEIDA,09,CATALUÑA,25100,29,6,PSIQUIÁTRICO,13,OTRO PRIVADO BENÉFICO,21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,N,almacelles@sjd-lleida.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0.417043093000075,41.7494020290001,StreetName
456,250221,REEIXIR,"CR AFORES, S/N",973269543,973269543,,251193,Juneda,25,LLEIDA,09,CATALUÑA,25430,44,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,apedra@comll.cat,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814340000000072,41.551853056,Postal
457,250232,HOSPITAL SANT JOAN DE DÉU LLEIDA,"AV CANADENCA, 28",973740010,973740010,,251207,Lleida,25,LLEIDA,09,CATALUÑA,25001,130,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,N,,N,almacelles@sjd-lleida.org,0,0,0,0,0,0,0,0,0,0,0,0,0,0.684735000000046,41.5890335230001,Postal
458,260012,COMPLEJO HOSPITALARIO SAN MILLAN SAN PEDRO DE LA RIOJA,C/ PIQUERAS 98,941298000,,941298660,260892,Logroño,26,LA RIOJA,17,LA RIOJA,26006,590,1,GENERAL,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,S,S,N,,N,N,S,,N,gerencia_srs@riojasalud.es,3,2,2,1,2,1,0,2,2,1,3,1,21,-2.42217625899997,42.4523058520001,StreetAddressExt
459,260027,HOSPITAL SAN PEDRO,"CTRA. DE PIQUERAS, 98",941298000,,941297550,260892,Logroño,26,LA RIOJA,17,LA RIOJA,26006,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,S,N,S,260012,N,N,S,,N,gerencia_srs@riojasalud.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42639933299995,42.4506844860001,Manual
460,260048,HOSPITAL GENERAL DE LA RIOJA,"AV. DE VIANA, S/N",941298000,,941297386,260892,Logroño,26,LA RIOJA,17,LA RIOJA,26001,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,S,N,S,260012,N,N,S,,N,gerencia_srs@riojasalud.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.44204098399996,42.4686217240001,Manual
461,260051,"POLICLÍNICO RIOJANO NUESTRA SEÑORA DE VALVANERA, S.A.",CALLE RAMÓN Y CAJAL S/N,941211900,,941211231,260892,Logroño,26,LA RIOJA,17,LA RIOJA,26006,87,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jl@viamedlosmanzanos.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.42404871499997,42.451241259,StreetName
462,260099,FUNDACIÓN HOSPITAL CALAHORRA,"CTRA. LOGROÑO, S/N",941151003,,941151103,260368,Calahorra,26,LA RIOJA,17,LA RIOJA,26500,80,1,GENERAL,1,SEGURIDAD SOCIAL,28,SERVICIO RIOJANO DE SALUD,N,N,N,,N,N,N,,S,gerencia.fhc@riojasalud.es,1,1,0,0,0,0,0,0,0,0,1,1,16,-1.98034014499996,42.3135272710001,Manual
463,260109,CLÍNICA LOS MANZANOS,HERMANOS MARISTAS S/N,941499490,,941499491,260841,Lardero,26,LA RIOJA,17,LA RIOJA,26140,52,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,jl@viamedlosmanzanos.com,1,1,0,1,0,0,0,0,0,0,0,1,0,-2.47368200299996,42.415695,Postal
464,260110,CENTRO ASISTENCIAL DE ALBELDA DE IREGUA,CRTA. SORIA KM. 8,941279220,,941279209,260051,Albelda de Iregua,26,LA RIOJA,17,LA RIOJA,26120,140,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,28,SERVICIO RIOJANO DE SALUD,N,N,N,,N,N,N,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.47333561899995,42.3639150000001,Manual
465,260121,CENTRO SOCIOSANITARIO DE CONVALECENCIA LOS JAZMINES,"SEVERO OCHOA, 5",941303650,,941304485,260717,Haro,26,LA RIOJA,17,LA RIOJA,26200,26,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,S,vfe@viamedlosjazmines.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.84643074299993,42.569420472,Manual
466,260132,CENTRO  SOCIOSANITARIO  DE CONVALECENCIA NUESTRA SEÑORA VIRGEN DEL CARMEN,SANTIAGO RAMÓN Y CAJAL S/N,941010000,,941010001,260368,Calahorra,26,LA RIOJA,17,LA RIOJA,26500,75,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,N,,N,jl@viamedlosmanzanos.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.96133444499998,42.301664712,Manual
467,270018,COMPLEXO HOSPITALARIO UNIVERSITARIO DE LUGO,"ULISES ROMERO, 1",982296000,,982295611,270288,Lugo,27,LUGO,12,GALICIA,27003,848,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,S,N,,N,N,S,,N,,3,2,1,1,1,0,0,2,1,0,2,1,42,-7.56423499999994,43.025128189,Postal
468,270039,HOSPITAL DE CALDE (PSIQUIATRICO),"RUA CALDE, S/N",982296000,,982295544,270288,Lugo,27,LUGO,12,GALICIA,27210,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,270018,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.62918499999995,42.9449900000001,PostalLoc
469,270057,HOSPITAL POLUSA,"DOUTOR IGLESIAS OTERO, S/N",982222854,,982267147,270288,Lugo,27,LUGO,12,GALICIA,27004,97,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,POLUSA@POLUSA.ES,1,1,0,0,0,0,0,0,0,0,1,0,0,-7.56765269999994,42.9980828010001,StreetName
470,270076,SANATORIO NOSA SEÑORA DOS OLLOS GRANDES,"MONTEVIDEO, 23",982284040,,982252047,270288,Lugo,27,LUGO,12,GALICIA,27001,69,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,ADMINISTRACION@NSOG.ES,1,2,0,0,0,0,0,0,0,0,1,0,0,-7.56204556699993,43.011895243,PointAddress
471,270095,HOSPITAL PUBLICO DA MARIÑA (*),"MEDICO VIOR, S/N",982589901,,982589908,279024,Burela,27,LUGO,12,GALICIA,27880,139,1,GENERAL,1,SEGURIDAD SOCIAL,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,20,-7.35969445899997,43.6522406020001,Manual
472,270109,HOSPITAL DE MONFORTE (*),"CORREDOIRA, S/N",982417900,,982404006,270312,Monforte de Lemos,27,LUGO,12,GALICIA,27400,140,1,GENERAL,1,SEGURIDAD SOCIAL,7,SERVICIO GALLEGO DE SALUD-SERGAS,N,N,N,,N,N,N,,N,,1,1,0,0,0,0,0,0,0,0,1,0,20,-7.51932494399995,42.5272663170001,Manual
473,270122,HOSPITAL UNIVERSITARIO LUCUS AUGUSTI,"ULISES ROMERO, 1",982296000,,,270288,Lugo,27,LUGO,12,GALICIA,27003,0,1,GENERAL,9,ENTIDADES PÚBLICAS,7,SERVICIO GALLEGO DE SALUD-SERGAS,S,N,S,270018,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.56423499999994,43.025128189,Postal
474,280014,HOSPITAL UNIVERSITARIO LA PAZ,"Pº DE LA CASTELLANA, 261",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28046,0,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281168,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.68590964099997,40.480424183,PointAddress
475,280029,HOSPITAL RAMÓN Y CAJAL,"CTRA. DE COLMENAR VIEJO, KM. 9,1",913368000,,913580614,280796,Madrid,28,MADRID,13,MADRID,28034,901,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gencia.hrc@salud.madrid.org,4,3,4,3,2,1,0,2,0,1,3,2,28,-3.69383854899996,40.487352537,Manual
476,280035,HOSPITAL UNIVERSITARIO 12 DE OCTUBRE,"AV. DE CÓRDOBA, S/N",913908373,,913908582,280796,Madrid,28,MADRID,13,MADRID,28041,1196,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hdoc@salud.madrid.org,6,5,2,3,2,1,0,3,3,1,3,2,43,-3.69897211499995,40.3760856100001,Manual
477,280072,HOSPITAL CLÍNICO SAN CARLOS,"PROF. MARTÍN LAGOS, S/N",913303000,,913303257,280796,Madrid,28,MADRID,13,MADRID,28040,861,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hcsc@salud.madrid.org,3,3,3,3,3,0,0,2,2,1,4,2,15,-3.71993244699996,40.4406569450001,Manual
478,280091,HOSPITAL VIRGEN DE LA TORRE,"PUERTO LUMBRERAS, 5",911918883,,911919895,280796,Madrid,28,MADRID,13,MADRID,28031,0,14,OTROS MONOGRÁFICOS,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,N,N,S,281405,N,N,S,,N,gerencia.hvll@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.61929255299998,40.381025902,Manual
479,280112,HOSPITAL UNIVERSITARIO SANTA CRISTINA,"MAESTRO VIVES, 2",915574300,,915574400,280796,Madrid,28,MADRID,13,MADRID,28009,156,1,GENERAL,1,SEGURIDAD SOCIAL,34,SERVICIO MADRILEÑO DE SALUD,N,N,N,,N,N,S,,N,gencia.hscr@salud.madrid.org,1,0,0,0,0,0,0,0,0,0,1,1,0,-3.67099294399998,40.4217986,Manual
480,280127,HOSPITAL UNIVERSITARIO DE LA PRINCESA,"DIEGO DE LEÓN, 62",915202200,915202501,914021169,280796,Madrid,28,MADRID,13,MADRID,28006,524,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gencia.hlpr@salud.madrid.org,3,2,0,2,2,0,0,2,1,0,1,1,24,-3.67574555799996,40.434030944,Manual
481,280133,HOSPITAL INFANTIL UNIVERSITARIO NIÑO JESUS,"AV. MENÉNDEZ PELAYO, 65",915035900,,915733546,280796,Madrid,28,MADRID,13,MADRID,28009,170,4,INFANTIL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hnjs@salud.madrid.org,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.67608902999996,40.4143571160001,Manual
482,280148,HOSPITAL CENTRAL DE LA CRUZ ROJA SAN JOSÉ Y SANTA ADELA,"AV. DE LA REINA VICTORIA, 22-24",914538300,,915330515,280796,Madrid,28,MADRID,13,MADRID,28003,154,1,GENERAL,11,PRIVADO-BENÉFICO (CRUZ ROJA),34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hccruzr@salud.madrid.org,1,0,1,0,0,0,0,0,0,0,1,0,0,-3.70693215899996,40.447152471,PointAddress
483,280164,HOSPITAL CARLOS III,"SINESIO DELGADO, 8-10",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28029,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,281168,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69623007399997,40.475147959,Manual
484,280210,HOSPITAL CANTOBLANCO,"CTRA. DE COLMENAR VIEJO, KM. 14,5",917277000,,913584699,280796,Madrid,28,MADRID,13,MADRID,28049,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,N,N,S,281168,N,N,S,,N,gencia.hulp@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69331286299996,40.539305132,Manual
485,280225,COMPLEJO HOSPITALARIO GREGORIO MARAÑÓN,"DR ESQUERDO, 46",915868000,915868017,915868018,280796,Madrid,28,MADRID,13,MADRID,28007,1349,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,S,N,,N,N,S,,N,gerencia.hgugm@salud.madrid.org,5,4,1,4,3,1,0,3,2,1,2,1,28,-3.66922808299995,40.4193239480001,PointAddress
486,280246,HOSPITAL GENERAL UNIVERSITARIO GREGORIO MARAÑÓN,"DR ESQUERDO, 46",915868000,915868017,915868018,280796,Madrid,28,MADRID,13,MADRID,28007,0,1,GENERAL,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,280225,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67113352499996,40.419369772,Manual
487,280259,INSTITUTO PROVINCIAL DE REHABILITACIÓN,"FRANCISCO SILVELA, 40",915868967,,915868996,280796,Madrid,28,MADRID,13,MADRID,28028,0,13,GERIATRÍA Y/O LARGA ESTANCIA,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,S,280225,N,N,S,,N,,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67288676899994,40.4330144560001,Manual
488,280262,HOSPITAL DR. R. LAFORA,"CTRA. DE COLMENAR VIEJO, KM. 13,8",915867500,,915867391,280796,Madrid,28,MADRID,13,MADRID,28049,334,6,PSIQUIÁTRICO,6,COMUNIDAD AUTÓNOMA,34,SERVICIO MADRILEÑO DE SALUD,S,N,N,,N,N,S,,N,gerent.hlafora@salud.madrid.org,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.69124082199994,40.5319545460001,Manual
489,280323,SANATORIO NUESTRA SEÑORA DEL ROSARIO,"PRÍNCIPE DE VERGARA, 53",914359100,,915761800,280796,Madrid,28,MADRID,13,MADRID,28006,176,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,N,secretaria@hospitalrosario.com,1,3,0,1,0,0,0,0,0,0,2,1,0,-3.67959715599994,40.4319981580001,PointAddress
490,280339,HOSPITAL SAN RAFAEL,"SERRANO, 199",915649943,915646181,915635005,280796,Madrid,28,MADRID,13,MADRID,28016,188,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,sanrafael.secretaria@hsjd.es,1,2,0,1,0,0,0,0,0,0,1,0,0,-3.68144761099995,40.4519595190001,PointAddress
491,280344,HOSPITAL DE LA V.O.T. DE SAN FRANCISCO DE ASÍS,"SAN BERNABÉ, 13",913657600,,913650860,280796,Madrid,28,MADRID,13,MADRID,28005,72,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,administrador@hospitalvot.es,1,1,0,0,0,0,0,0,0,0,1,0,0,-3.71396072399995,40.4090898370001,PointAddress
492,280357,HOSPITAL QUIRÓNSALUD SAN JOSÉ,"CARTAGENA, 111",910687000,,915103833,280796,Madrid,28,MADRID,13,MADRID,28002,84,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.sanjose@quironsalud.es,1,1,0,0,0,0,0,0,0,0,1,1,0,-3.67439087699995,40.4405496250001,PointAddress
493,280360,HOSPITAL BEATA MARÍA ANA. HH. HOSPITALARIAS SGDO. C. DE JESÚS,"DR ESQUERDO, 83",914097423,,915732026,280796,Madrid,28,MADRID,13,MADRID,28007,160,12,MÉDICO-QUIRÚRGICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,acapilla.hbma@hospitalarias.es,1,2,0,0,0,0,0,1,0,0,1,1,0,-3.66911805199993,40.418052485,PointAddress
494,280376,CLÍNICA SANTA ELENA,"LA GRANJA, 8",914539400,914539407,914539401,280796,Madrid,28,MADRID,13,MADRID,28003,76,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,informacion@clinica-santa-elena.org,1,1,0,0,0,1,0,0,0,0,1,0,21,-3.71713894999994,40.4456960740001,PointAddress
495,280382,HOSPITAL SAN FRANCISCO DE ASÍS,"JOAQUÍN COSTA, 28",915617100,,915643971,280796,Madrid,28,MADRID,13,MADRID,28002,168,1,GENERAL,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,jmanuel.lopez@ssfda.com,1,2,0,1,0,0,0,1,0,0,1,1,12,-3.68288271699993,40.442606068,PointAddress
496,280395,CLÍNICA SAN MIGUEL,"ARTURO SORIA, 204",914135011,,914135638,280796,Madrid,28,MADRID,13,MADRID,28043,94,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,cpolidura.sanmiguel@hospitalarias.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66053567699993,40.4598045120001,PointAddress
497,280409,CLÍNICA NUESTRA SRA. DE LA PAZ,"LÓPEZ DE HOYOS, 259",914156000,646599099,915191509,280796,Madrid,28,MADRID,13,MADRID,28043,99,6,PSIQUIÁTRICO,12,PRIVADO-BENÉFICO (IGLESIA),21,PRIVADO-BENÉFICO (IGLESIA),S,N,N,,N,N,S,,S,elvira.conde@sjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.66095257799998,40.4567928020001,PointAddress
498,280416,FUNDACIÓN INSTITUTO SAN JOSÉ,"C\ PINAR DE SAN JOSÉ, 98",915080140,,915083760,280796,Madrid,28,MADRID,13,MADRID,28054,259,13,GERIATRÍA Y/O LARGA ESTANCIA,13,OTRO PRIVADO BENÉFICO,21,PRIVADO-BENÉFICO (IGLESIA),N,N,N,,N,N,S,,S,fisj@ohsjd.es,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.77517007699993,40.361935944,PointAddress
499,280421,HOSPITAL UNIVERSITARIO FUNDACIÓN JIMÉNEZ DÍAZ,"AV. DE LOS REYES CATÓLICOS, 2",915504800,,915443625,280796,Madrid,28,MADRID,13,MADRID,28040,659,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,S,fjd@fjd.es,4,4,2,1,2,1,0,2,0,0,3,2,25,-3.71890924599995,40.4385046030001,PointAddress
500,280442,HOSPITAL VIRGEN DEL MAR,"CALLE HONDURAS, Nº 14",913539500,913539501,913451013,280796,Madrid,28,MADRID,13,MADRID,28016,76,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,cibanezr@sanitas.es,1,1,0,0,0,0,0,0,0,0,1,0,0,-3.67854199399994,40.459589529,PointAddress
501,280455,"HESTIA MADRID (CLÍNICA SEAR, S.A.)","CTRA. DE COLMENAR VIEJO, KM. 16",917340500,,917348734,280796,Madrid,28,MADRID,13,MADRID,28049,250,13,GERIATRÍA Y/O LARGA ESTANCIA,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,sear@clinicasear.com,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.78227558599997,40.5327457610001,PointAddress
502,280468,HOSPITAL RUBER JUAN BRAVO 39,"JUAN BRAVO, 39",910687777,,913098223,280796,Madrid,28,MADRID,13,MADRID,28006,70,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,1,1,0,0,0,0,0,0,0,0,0,0,16,-3.67775912999997,40.4326364450001,PointAddress
503,280474,HOSPITAL VITHAS NUESTRA SEÑORA DE AMÉRICA,"ARTURO SORIA, 103",902500112,,914130974,280796,Madrid,28,MADRID,13,MADRID,28043,100,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,infomadrid@vithas.es,1,3,1,1,1,0,0,0,0,0,1,1,0,-3.65163876199995,40.4498106780001,PointAddress
504,280528,"HOSPITAL VIRGEN DE LA PALOMA, S.A.","LOMA, 1",915348207,,915532268,280796,Madrid,28,MADRID,13,MADRID,28003,92,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,facturacion@hospitalvpaloma.com,1,1,0,1,0,2,0,0,0,0,1,1,0,-3.71589021199998,40.4453369020001,PointAddress
505,280534,"CLÍNICA LA LUZ, S.L.","MAESTRO ÁNGEL LLORCA, 8",914530200,914530599,914530425,280796,Madrid,28,MADRID,13,MADRID,28003,180,12,MÉDICO-QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,info.laluz@quironsalud.es,3,2,0,1,1,1,0,2,0,1,2,1,0,-3.71401461399995,40.4440887310001,PointAddress
506,280549,FUENSANTA S.L. (CLÍNICA FUENSANTA),"ARTURO SORIA, 17",914100200,,914071512,280796,Madrid,28,MADRID,13,MADRID,28027,30,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,jgabiola@grupofuensanta.com,1,1,1,0,0,0,0,0,0,0,2,1,30,-3.63993874599993,40.4401970640001,PointAddress
507,280552,HOSPITAL RUBER JUAN BRAVO 49,"JUAN BRAVO, 49",910687999,,914024617,280796,Madrid,28,MADRID,13,MADRID,28006,163,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,secretariadireccion.rjb@quironsalud.es,1,2,0,1,1,0,0,0,0,0,1,1,0,-3.67630957499995,40.432576453,PointAddress
508,280565,HOSPITAL RUBER INTERNACIONAL,"LA MASÓ, 38",913875000,913875270,913875259,280796,Madrid,28,MADRID,13,MADRID,28034,143,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,ruber.rbi@ruberinternacional.es,3,3,1,1,1,0,0,3,1,1,2,1,1,-3.71408684099993,40.4888935270001,StreetAddressExt
509,280587,CLÍNICA LA MILAGROSA,"MODESTO LAFUENTE, 14",914472100,,914473449,280796,Madrid,28,MADRID,13,MADRID,28010,171,2,QUIRÚRGICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,S,lamilagrosa@lamilagrosa.com,1,3,2,1,1,1,0,1,0,1,1,1,0,-3.69635706999998,40.4370245690001,PointAddress
510,280604,HOSPITAL UNIVERSITARIO LA ZARZUELA,"PLÉYADES, 25 (ARAVACA)",915858016,915858000,913572892,280796,Madrid,28,MADRID,13,MADRID,28023,116,1,GENERAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,idiezr@sanitas.es,1,2,0,1,1,0,0,0,0,0,1,0,0,-3.78403759999998,40.462389838,PointAddress
511,280626,HOSPITAL UNIVERSITARIO HM NUEVO BELEN,"JOSÉ SILVA, 7",917444100,917441600,914153305,280796,Madrid,28,MADRID,13,MADRID,28043,60,3,MATERNAL,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,S,N,N,,N,N,S,,N,pmonteliu@hmhospitales.com,0,0,0,0,0,0,0,0,0,0,1,1,0,-3.65770117499994,40.455157129,PointAddress
512,280647,SANATORIO NEUROPSIQUIÁTRICO DOCTOR LEÓN,"PZA MARIANO DE CAVIA, 3",914332948,,914334938,280796,Madrid,28,MADRID,13,MADRID,28007,96,6,PSIQUIÁTRICO,14,PRIVADO NO BENÉFICO,23,PRIVADO NO BENÉFICO,N,N,N,,N,N,S,,N,"sanatoriodrleon@telefonica.net , loclileon@hotmail.com",0,0,0,0,0,0,0,0,0,0,0,0,0,-3.67827789899997,40.4076626090001,PointAddress
